"Municípios","UF","Número de Internações","População","Taxa a cada 100 mil hab."
"Barra D'Alcântara (PI)","PI","1","3.790","26,4"
"Venha-Ver (RN)","RN","1","3.790","26,4"
"Alfredo Marcondes (SP)","SP","1","3.791","26,4"
"Monte Alegre de Goiás (GO)","GO","2","7.588","26,4"
"Lagoa do Piauí (PI)","PI","1","3.795","26,4"
"Monção (MA)","MA","8","30.431","26,3"
"Cascavel (PR)","PR","74","281.555","26,3"
"Boca do Acre (AM)","AM","8","30.454","26,3"
"Carrancas (MG)","MG","1","3.812","26,2"
"Saltinho (SC)","SC","1","3.814","26,2"
"Laranjeiras (SE)","SE","7","26.792","26,1"
"Capitão Gervásio Oliveira (PI)","PI","1","3.831","26,1"
"Paraú (RN)","RN","1","3.833","26,1"
"Riachão do Dantas (SE)","SE","5","19.179","26,1"
"Charqueadas (RS)","RS","9","34.543","26,1"
"Acaiaca (MG)","MG","1","3.840","26,0"
"Ibiaí (MG)","MG","2","7.683","26,0"
"Itatira (CE)","CE","5","19.233","26,0"
"Lajedinho (BA)","BA","1","3.850","26,0"
"Água Doce do Norte (ES)","ES","3","11.562","25,9"
"Japaraíba (MG)","MG","1","3.854","25,9"
"Vitória do Mearim (MA)","MA","8","30.865","25,9"
"Iguaraçu (PR)","PR","1","3.870","25,8"
"Ponto Chique (MG)","MG","1","3.875","25,8"
"Mâncio Lima (AC)","AC","4","15.518","25,8"
"Corinto (MG)","MG","6","23.291","25,8"
"Santa Tereza de Goiás (GO)","GO","1","3.884","25,7"
"Queimados (RJ)","RJ","35","135.969","25,7"
"Santa Fé de Minas (MG)","MG","1","3.887","25,7"
"Cedral (SP)","SP","2","7.784","25,7"
"Penalva (MA)","MA","9","35.055","25,7"
"Curitiba (PR)","PR","441","1.717.942","25,7"
"Bom Jesus dos Perdões (SP)","SP","5","19.478","25,7"
"Senador Georgino Avelino (RN)","RN","1","3.899","25,6"
"Paraíso (SC)","SC","1","3.907","25,6"
"Quatro Barras (PR)","PR","5","19.575","25,5"
"Messias (AL)","AL","4","15.719","25,4"
"Lajeado (RS)","RS","18","70.778","25,4"
"Aveiro (PA)","PA","4","15.746","25,4"
"Tapiraí (SP)","SP","2","7.877","25,4"
"Patu (RN)","RN","3","11.819","25,4"
"Alto Alegre (SP)","SP","1","3.944","25,4"
"Nova Trento (SC)","SC","3","11.843","25,3"
"Ibiraci (MG)","MG","3","11.854","25,3"
"Porto (PI)","PI","3","11.854","25,3"
"Modelo (SC)","SC","1","3.952","25,3"
"Jussiape (BA)","BA","2","7.911","25,3"
"Valparaíso de Goiás (GO)","GO","33","130.549","25,3"
"Petrolina (PE)","PE","74","293.563","25,2"
"Carira (SE)","SE","5","19.841","25,2"
"Macururé (BA)","BA","2","7.944","25,2"
"Fortaleza de Minas (MG)","MG","1","3.976","25,2"
"Altônia (PR)","PR","5","19.894","25,1"
"Ipiaçu (MG)","MG","1","3.981","25,1"
"Tapira (MG)","MG","1","3.982","25,1"
"Primavera do Leste (MT)","MT","13","51.830","25,1"
"Pequi (MG)","MG","1","3.987","25,1"
"São Rafael (RN)","RN","2","7.989","25,0"
"São José do Barreiro (SP)","SP","1","3.995","25,0"
"Araponga (MG)","MG","2","7.993","25,0"
"Aracaju (SE)","SE","141","564.481","25,0"
"Paes Landim (PI)","PI","1","4.011","24,9"
"Chapecó (SC)","SC","45","180.593","24,9"
"Monte Castelo (SC)","SC","2","8.030","24,9"
"Presidente Alves (SP)","SP","1","4.016","24,9"
"Buritis (RO)","RO","8","32.129","24,9"
"Atibaia (SP)","SP","31","124.545","24,9"
"Miguelópolis (SP)","SP","5","20.096","24,9"
"Porangaba (SP)","SP","2","8.049","24,8"
"Nova Esperança do Piriá (PA)","PA","5","20.129","24,8"
"Milagres do Maranhão (MA)","MA","2","8.055","24,8"
"Cidreira (RS)","RS","3","12.103","24,8"
"Comercinho (MG)","MG","2","8.084","24,7"
"São João de Meriti (RJ)","RJ","111","449.234","24,7"
"Araquari (SC)","SC","6","24.432","24,6"
"Erval Velho (SC)","SC","1","4.112","24,3"
"Ribas do Rio Pardo (MS)","MS","5","20.626","24,2"
"Couto de Magalhães de Minas (MG)","MG","1","4.132","24,2"
"Campo do Brito (SE)","SE","4","16.531","24,2"
"Mato Verde (MG)","MG","3","12.404","24,2"
"Indaiatuba (SP)","SP","48","198.695","24,2"
"Balneário Piçarras (SC)","SC","4","16.595","24,1"
"Marilac (MG)","MG","1","4.154","24,1"
"Nilópolis (RJ)","RJ","37","153.720","24,1"
"Lábrea (AM)","AM","9","37.517","24,0"
"Cruzeiro do Iguaçu (PR)","PR","1","4.175","24,0"
"Boracéia (SP)","SP","1","4.175","24,0"
"Cristalina (GO)","GO","11","45.957","23,9"
"Areia Branca (SE)","SE","4","16.716","23,9"
"Tacaimbó (PE)","PE","3","12.578","23,9"
"Olho d'Água do Borges (RN)","RN","1","4.199","23,8"
"Ribeirão Corrente (SP)","SP","1","4.199","23,8"
"Ribeira do Piauí (PI)","PI","1","4.200","23,8"
"Carneiros (AL)","AL","2","8.406","23,8"
"Domingos Mourão (PI)","PI","1","4.210","23,8"
"Banzaê (BA)","BA","3","12.648","23,7"
"Lagoa Grande (MG)","MG","2","8.436","23,7"
"Paraipaba (CE)","CE","7","29.549","23,7"
"Wall Ferraz (PI)","PI","1","4.226","23,7"
"Espírito Santo do Dourado (MG)","MG","1","4.258","23,5"
"Novo Aripuanã (AM)","AM","5","21.303","23,5"
"Birigui (SP)","SP","25","106.767","23,4"
"Coronel João Sá (BA)","BA","4","17.089","23,4"
"Muaná (PA)","PA","8","34.184","23,4"
"Várzea Grande (PI)","PI","1","4.273","23,4"
"Flores do Piauí (PI)","PI","1","4.285","23,3"
"Pirassununga (SP)","SP","16","68.645","23,3"
"Salgado Filho (PR)","PR","1","4.294","23,3"
"Santo Antônio da Barra (GO)","GO","1","4.306","23,2"
"Senador Rui Palmeira (AL)","AL","3","12.939","23,2"
"Canitar (SP)","SP","1","4.316","23,2"
"Conceição de Ipanema (MG)","MG","1","4.325","23,1"
"Ipiguá (SP)","SP","1","4.325","23,1"
"Senador José Porfírio (PA)","PA","3","12.976","23,1"
"Turvelândia (GO)","GO","1","4.334","23,1"
"Brejo do Cruz (PB)","PB","3","13.009","23,1"
"Botuverá (SC)","SC","1","4.341","23,0"
"São Lourenço do Piauí (PI)","PI","1","4.345","23,0"
"Rodolfo Fernandes (RN)","RN","1","4.359","22,9"
"Itacuruba (PE)","PE","1","4.360","22,9"
"Gavião Peixoto (SP)","SP","1","4.371","22,9"
"Brejão (PE)","PE","2","8.754","22,8"
"Cachoeira Grande (MA)","MA","2","8.758","22,8"
"Itacarambi (MG)","MG","4","17.523","22,8"
"Eirunepé (AM)","AM","7","30.678","22,8"
"Pio IX (PI)","PI","4","17.539","22,8"
"Sobradinho (BA)","BA","5","21.986","22,7"
"Guaribas (PI)","PI","1","4.399","22,7"
"Igarassu (PE)","PE","23","101.315","22,7"
"Planalto (SP)","SP","1","4.406","22,7"
"Santa Filomena (PE)","PE","3","13.222","22,7"
"Garopaba (SC)","SC","4","17.652","22,7"
"Maceió (AL)","AL","210","927.139","22,7"
"Serranópolis do Iguaçu (PR)","PR","1","4.421","22,6"
"São Pedro (SP)","SP","7","30.947","22,6"
"Baependi (MG)","MG","4","17.721","22,6"
"Manari (PE)","PE","4","17.731","22,6"
"Socorro do Piauí (PI)","PI","1","4.439","22,5"
"Salinas da Margarida (BA)","BA","3","13.319","22,5"
"Araçoiaba da Serra (SP)","SP","6","26.663","22,5"
"Monte Horebe (PB)","PB","1","4.445","22,5"
"Caetanos (BA)","BA","3","13.381","22,4"
"Gavião (BA)","BA","1","4.469","22,4"
"Januário Cicco (RN)","RN","2","8.945","22,4"
"Santa Teresinha (PB)","PB","1","4.478","22,3"
"Lagoa do Barro do Piauí (PI)","PI","1","4.481","22,3"
"Senador Modestino Gonçalves (MG)","MG","1","4.484","22,3"
"Apuiarés (CE)","CE","3","13.454","22,3"
"Nova Brasilândia (MT)","MT","1","4.487","22,3"
"Catuípe (RS)","RS","2","8.983","22,3"
"Triunfo (PB)","PB","2","9.001","22,2"
"Guatambú (SC)","SC","1","4.502","22,2"
"Dom Pedro (MA)","MA","5","22.516","22,2"
"São Bento Abade (MG)","MG","1","4.509","22,2"
"Caseara (TO)","TO","1","4.509","22,2"
"Materlândia (MG)","MG","1","4.513","22,2"
"Limoeiro do Norte (CE)","CE","12","54.333","22,1"
"São João da Lagoa (MG)","MG","1","4.533","22,1"
"Santa Helena (PR)","PR","5","22.775","22,0"
"Frei Paulo (SE)","SE","3","13.683","21,9"
"Lamarão (BA)","BA","2","9.143","21,9"
"São Pedro de Alcântara (SC)","SC","1","4.572","21,9"
"Salgadinho (PE)","PE","2","9.166","21,8"
"Conceição do Canindé (PI)","PI","1","4.583","21,8"
"Santo Amaro do Maranhão (MA)","MA","3","13.759","21,8"
"Ouro Branco (RN)","RN","1","4.590","21,8"
"Angical (BA)","BA","3","13.772","21,8"
"Crucilândia (MG)","MG","1","4.599","21,7"
"Amajari (RR)","RR","2","9.235","21,7"
"Capela Nova (MG)","MG","1","4.618","21,7"
"Uchoa (SP)","SP","2","9.241","21,6"
"Barra de Santa Rosa (PB)","PB","3","13.900","21,6"
"Camaçari (BA)","BA","52","241.098","21,6"
"Coronel Sapucaia (MS)","MS","3","13.921","21,6"
"Águia Branca (ES)","ES","2","9.305","21,5"
"Ibipitanga (BA)","BA","3","13.991","21,4"
"Agronômica (SC)","SC","1","4.668","21,4"
"Itaipava do Grajaú (MA)","MA","3","14.030","21,4"
"Campo Alegre do Fidalgo (PI)","PI","1","4.681","21,4"
"Morada Nova (CE)","CE","13","60.861","21,4"
"Aricanduva (MG)","MG","1","4.687","21,3"
"Antônio Dias (MG)","MG","2","9.392","21,3"
"Propriá (SE)","SE","6","28.187","21,3"
"Santo Antônio dos Lopes (MA)","MA","3","14.095","21,3"
"Canabrava do Norte (MT)","MT","1","4.712","21,2"
"Sertãozinho (SP)","SP","23","108.545","21,2"
"Itapissuma (PE)","PE","5","23.625","21,2"
"Jaíba (MG)","MG","7","33.200","21,1"
"Coari (AM)","AM","16","75.900","21,1"
"Serrano do Maranhão (MA)","MA","2","9.497","21,1"
"Brejolândia (BA)","BA","2","9.535","21,0"
"Itaperuçu (PR)","PR","5","23.866","21,0"
"Tururu (CE)","CE","3","14.330","20,9"
"Gouvelândia (GO)","GO","1","4.789","20,9"
"Serra (ES)","ES","86","413.343","20,8"
"Bela Vista de Goiás (GO)","GO","5","24.050","20,8"
"Congonhas do Norte (MG)","MG","1","4.829","20,7"
"Vazante (MG)","MG","4","19.323","20,7"
"Amparo do Serra (MG)","MG","1","4.831","20,7"
"Caiçara (RS)","RS","1","4.831","20,7"
"Damião (PB)","PB","1","4.834","20,7"
"Avaí (SP)","SP","1","4.845","20,6"
"Amontada (CE)","CE","8","38.768","20,6"
"Goianorte (TO)","TO","1","4.853","20,6"
"Foz do Iguaçu (PR)","PR","52","252.617","20,6"
"Araras (SP)","SP","24","116.642","20,6"
"Iguatemi (MS)","MS","3","14.625","20,5"
"Ventania (PR)","PR","2","9.755","20,5"
"Taubaté (SP)","SP","56","274.137","20,4"
"Bom Sucesso (PB)","PB","1","4.898","20,4"
"Caridade (CE)","CE","4","19.600","20,4"
"Iacanga (SP)","SP","2","9.815","20,4"
"Cajamar (SP)","SP","13","63.803","20,4"
"Bela Vista de Minas (MG)","MG","2","9.845","20,3"
"Bacabeira (MA)","MA","3","14.827","20,2"
"Barra dos Coqueiros (SE)","SE","5","24.751","20,2"
"Itajá (GO)","GO","1","4.951","20,2"
"Salto (SP)","SP","21","104.004","20,2"
"Erval Grande (RS)","RS","1","4.959","20,2"
"Potiraguá (BA)","BA","2","9.932","20,1"
"Pequizeiro (TO)","TO","1","4.984","20,1"
"Araguanã (TO)","TO","1","4.996","20,0"
"Cerro Grande do Sul (RS)","RS","2","9.999","20,0"
"Jequitibá (MG)","MG","1","5.002","20,0"
"Jucuruçu (BA)","BA","2","10.005","20,0"
"Groaíras (CE)","CE","2","10.014","20,0"
"Cajueiro (AL)","AL","4","20.064","19,9"
"Quixeré (CE)","CE","4","20.097","19,9"
"Venda Nova do Imigrante (ES)","ES","4","20.173","19,8"
"Itabaiana (SE)","SE","17","86.028","19,8"
"Congonhal (MG)","MG","2","10.140","19,7"
"Rio Manso (MG)","MG","1","5.089","19,7"
"Planura (MG)","MG","2","10.179","19,6"
"Santa Tereza do Oeste (PR)","PR","2","10.186","19,6"
"Governador Newton Bello (MA)","MA","2","10.196","19,6"
"Cachoeira do Arari (PA)","PA","4","20.405","19,6"
"Dores de Guanhães (MG)","MG","1","5.115","19,6"
"Senador Guiomard (AC)","AC","4","20.477","19,5"
"Joselândia (MA)","MA","3","15.359","19,5"
"Morrinhos (CE)","CE","4","20.517","19,5"
"Saboeiro (CE)","CE","3","15.410","19,5"
"Campos de Júlio (MT)","MT","1","5.143","19,4"
"Tenente Laurentino Cruz (RN)","RN","1","5.144","19,4"
"Vera (MT)","MT","2","10.297","19,4"
"Manoel Emídio (PI)","PI","1","5.149","19,4"
"Darcinópolis (TO)","TO","1","5.191","19,3"
"Itanhangá (MT)","MT","1","5.192","19,3"
"São José do Xingu (MT)","MT","1","5.192","19,3"
"Betim (MG)","MG","72","374.370","19,2"
"Adustina (BA)","BA","3","15.614","19,2"
"Pirapora do Bom Jesus (SP)","SP","3","15.635","19,2"
"Oiapoque (AP)","AP","4","20.868","19,2"
"Maravilha (AL)","AL","2","10.435","19,2"
"Porto Belo (SC)","SC","3","15.655","19,2"
"Cujubim (RO)","RO","3","15.699","19,1"
"Luminárias (MG)","MG","1","5.238","19,1"
"Douradina (MS)","MS","1","5.244","19,1"
"Três Fronteiras (SP)","SP","1","5.265","19,0"
"Louveira (SP)","SP","7","36.874","19,0"
"Acorizal (MT)","MT","1","5.286","18,9"
"Rondinha (RS)","RS","1","5.296","18,9"
"Júlio Borges (PI)","PI","1","5.334","18,7"
"Itapé (BA)","BA","2","10.712","18,7"
"Fernando Prestes (SP)","SP","1","5.359","18,7"
"Arauá (SE)","SE","2","10.754","18,6"
"Santa Gertrudes (SP)","SP","4","21.531","18,6"
"Alcântaras (CE)","CE","2","10.776","18,6"
"Aurora (SC)","SC","1","5.403","18,5"
"Nova Lacerda (MT)","MT","1","5.413","18,5"
"Camocim (CE)","CE","11","59.600","18,5"
"Caapiranga (AM)","AM","2","10.899","18,4"
"Pio XII (MA)","MA","4","21.812","18,3"
"Envira (AM)","AM","3","16.407","18,3"
"Santana do Mundaú (AL)","AL","2","10.942","18,3"
"Caucaia (CE)","CE","58","317.802","18,3"
"Aguiar (PB)","PB","1","5.499","18,2"
"São Roque do Canaã (ES)","ES","2","11.013","18,2"
"Maripá (PR)","PR","1","5.510","18,1"
"Sardoá (MG)","MG","1","5.523","18,1"
"Virgolândia (MG)","MG","1","5.540","18,1"
"Morro Reuter (RS)","RS","1","5.543","18,0"
"Senhora de Oliveira (MG)","MG","1","5.544","18,0"
"Anhembi (SP)","SP","1","5.557","18,0"
"Bernardo do Mearim (MA)","MA","1","5.577","17,9"
"Inhaúma (MG)","MG","1","5.614","17,8"
"Jacobina do Piauí (PI)","PI","1","5.627","17,8"
"Córrego Fundo (MG)","MG","1","5.646","17,7"
"Severiano Melo (RN)","RN","1","5.654","17,7"
"Boa Ventura (PB)","PB","1","5.659","17,7"
"Sobrália (MG)","MG","1","5.676","17,6"
"Jaramataia (AL)","AL","1","5.692","17,6"
"Campo Mourão (PR)","PR","15","85.452","17,6"
"Antônio Cardoso (BA)","BA","2","11.414","17,5"
"Brotas de Macaúbas (BA)","BA","2","11.434","17,5"
"Rio Claro (SP)","SP","32","183.086","17,5"
"São Pedro da Aldeia (RJ)","RJ","15","86.091","17,4"
"São Sebastião da Boa Vista (PA)","PA","4","22.962","17,4"
"Pirapemas (MA)","MA","3","17.248","17,4"
"Chuí (RS)","RS","1","5.773","17,3"
"Tremembé (SP)","SP","7","40.425","17,3"
"Santana do Maranhão (MA)","MA","2","11.556","17,3"
"São João das Missões (MG)","MG","2","11.640","17,2"
"Januária (MG)","MG","11","64.206","17,1"
"Maturéia (PB)","PB","1","5.883","17,0"
"Afonso Cunha (MA)","MA","1","5.890","17,0"
"Cariré (CE)","CE","3","17.696","17,0"
"Franca (SP)","SP","53","313.709","16,9"
"São Roberto (MA)","MA","1","5.920","16,9"
"Ibiara (PB)","PB","1","5.932","16,9"
"Aiuruoca (MG)","MG","1","5.940","16,8"
"Ipeúna (SP)","SP","1","5.956","16,8"
"São Raimundo do Doca Bezerra (MA)","MA","1","6.008","16,6"
"Riversul (SP)","SP","1","6.017","16,6"
"Pauini (AM)","AM","3","18.178","16,5"
"Nhamundá (AM)","AM","3","18.201","16,5"
"Marizópolis (PB)","PB","1","6.070","16,5"
"Indianópolis (MG)","MG","1","6.074","16,5"
"Mairinque (SP)","SP","7","42.586","16,4"
"Governador Dix-Sept Rosado (RN)","RN","2","12.185","16,4"
"Poço Redondo (SE)","SE","5","30.625","16,3"
"Olho d'Água das Cunhãs (MA)","MA","3","18.413","16,3"
"Adrianópolis (PR)","PR","1","6.199","16,1"
"Limoeiro do Ajuru (PA)","PA","4","25.088","15,9"
"Cabeceira Grande (MG)","MG","1","6.290","15,9"
"São Joaquim de Bicas (MG)","MG","4","25.175","15,9"
"Tartarugalzinho (AP)","AP","2","12.655","15,8"
"Iraí de Minas (MG)","MG","1","6.335","15,8"
"Inajá (PE)","PE","3","19.014","15,8"
"Mesquita (RJ)","RJ","26","164.927","15,8"
"Botumirim (MG)","MG","1","6.348","15,8"
"Uruoca (CE)","CE","2","12.698","15,8"
"Terra Nova (BA)","BA","2","12.716","15,7"
"Ibiúna (SP)","SP","11","69.952","15,7"
"São Luís Gonzaga do Maranhão (MA)","MA","3","19.371","15,5"
"Florestal (MG)","MG","1","6.469","15,5"
"Jaborandi (SP)","SP","1","6.476","15,4"
"São José de Ubá (RJ)","RJ","1","6.509","15,4"
"Junco do Seridó (PB)","PB","1","6.531","15,3"
"Terezinha (PE)","PE","1","6.629","15,1"
"Acauã (PI)","PI","1","6.647","15,0"
"Itapagipe (MG)","MG","2","13.298","15,0"
"Pedrão (BA)","BA","1","6.657","15,0"
"Ererê (CE)","CE","1","6.663","15,0"
"Presidente Jânio Quadros (BA)","BA","2","13.346","15,0"
"Cotegipe (BA)","BA","2","13.353","15,0"
"Maquiné (RS)","RS","1","6.705","14,9"
"Santo Estêvão (BA)","BA","7","47.335","14,8"
"Maetinga (BA)","BA","1","6.764","14,8"
"Belágua (MA)","MA","1","6.771","14,8"
"Barão do Triunfo (RS)","RS","1","6.775","14,8"
"Campo Largo do Piauí (PI)","PI","1","6.786","14,7"
"Canutama (AM)","AM","2","13.574","14,7"
"Mamborê (PR)","PR","2","13.581","14,7"
"Santa Rita do Araguaia (GO)","GO","1","6.802","14,7"
"Ribeiro Gonçalves (PI)","PI","1","6.820","14,7"
"Saltinho (SP)","SP","1","6.840","14,6"
"Felixlândia (MG)","MG","2","13.707","14,6"
"Ibiraiaras (RS)","RS","1","6.867","14,6"
"Araguanã (MA)","MA","2","13.893","14,4"
"Dois Irmãos do Tocantins (TO)","TO","1","6.954","14,4"
"Nioaque (MS)","MS","2","13.989","14,3"
"Maravilhas (MG)","MG","1","6.999","14,3"
"Piedade de Caratinga (MG)","MG","1","7.013","14,3"
"Belém do Brejo do Cruz (PB)","PB","1","7.017","14,3"
"Lauro de Freitas (BA)","BA","23","161.536","14,2"
"Barroquinha (CE)","CE","2","14.245","14,0"
"Ascurra (SC)","SC","1","7.181","13,9"
"Estrela do Sul (MG)","MG","1","7.246","13,8"
"Bom Lugar (MA)","MA","2","14.541","13,8"
"Nova Porteirinha (MG)","MG","1","7.288","13,7"
"Durandé (MG)","MG","1","7.290","13,7"
"Icém (SP)","SP","1","7.330","13,6"
"Prainha (PA)","PA","4","29.345","13,6"
"Japurá (AM)","AM","1","7.369","13,6"
"Arujá (SP)","SP","10","73.962","13,5"
"Umari (CE)","CE","1","7.406","13,5"
"Capinópolis (MG)","MG","2","14.914","13,4"
"Assunção do Piauí (PI)","PI","1","7.463","13,4"
"Almas (TO)","TO","1","7.495","13,3"
"Itaeté (BA)","BA","2","14.999","13,3"
"Luís Eduardo Magalhães (BA)","BA","8","60.256","13,3"
"Rubelita (MG)","MG","1","7.540","13,3"
"Barra de São Miguel (AL)","AL","1","7.564","13,2"
"Bonito (BA)","BA","2","15.146","13,2"
"Apicum-Açu (MA)","MA","2","15.191","13,2"
"Claro dos Poções (MG)","MG","1","7.602","13,2"
"Registro (SP)","SP","7","53.499","13,1"
"São João do Jaguaribe (CE)","CE","1","7.689","13,0"
"Abadiânia (GO)","GO","2","15.408","13,0"
"Araújos (MG)","MG","1","7.732","12,9"
"Santana de Pirapama (MG)","MG","1","7.757","12,9"
"Teodoro Sampaio (BA)","BA","1","7.827","12,8"
"Riachinho (MG)","MG","1","7.853","12,7"
"Lagoa Alegre (PI)","PI","1","7.946","12,6"
"Balneário Barra do Sul (SC)","SC","1","7.948","12,6"
"Ipixuna do Pará (PA)","PA","6","47.943","12,5"
"Rodelas (BA)","BA","1","8.004","12,5"
"Pedro Alexandre (BA)","BA","2","16.033","12,5"
"Serra Preta (BA)","BA","2","16.056","12,5"
"Jóia (RS)","RS","1","8.044","12,4"
"Alto Taquari (MT)","MT","1","8.060","12,4"
"Castanheira (MT)","MT","1","8.063","12,4"
"Isaías Coelho (PI)","PI","1","8.114","12,3"
"Santa Cruz do Arari (PA)","PA","1","8.131","12,3"
"Nova Serrana (MG)","MG","9","73.354","12,3"
"Óbidos (PA)","PA","6","49.063","12,2"
"Viana (MA)","MA","6","49.072","12,2"
"Santa Lúcia (SP)","SP","1","8.182","12,2"
"Amapá (AP)","AP","1","8.183","12,2"
"Pirambu (SE)","SE","1","8.299","12,0"
"Terenos (MS)","MS","2","16.604","12,0"
"Nossa Senhora Aparecida (SE)","SE","1","8.319","12,0"
"Benjamin Constant (AM)","AM","4","33.393","12,0"
"Silves (AM)","AM","1","8.361","12,0"
"São Miguel do Iguaçu (PR)","PR","3","25.248","11,9"
"Ribeirópolis (SE)","SE","2","16.880","11,8"
"Jatobá (MA)","MA","1","8.447","11,8"
"Santa Bárbara do Pará (PA)","PA","2","17.007","11,8"
"Presidente Sarney (MA)","MA","2","17.010","11,8"
"Iracema (RR)","RR","1","8.551","11,7"
"Canapi (AL)","AL","2","17.200","11,6"
"Solonópole (CE)","CE","2","17.279","11,6"
"Ponta de Pedras (PA)","PA","3","25.927","11,6"
"Colniza (MT)","MT","3","26.124","11,5"
"Madalena (CE)","CE","2","17.481","11,4"
"Itaipulândia (PR)","PR","1","8.812","11,3"
"Morros (MA)","MA","2","17.654","11,3"
"Simonésia (MG)","MG","2","17.964","11,1"
"Coqueiral (MG)","MG","1","8.996","11,1"
"Santa Isabel do Rio Negro (AM)","AM","2","18.136","11,0"
"Nova Ubiratã (MT)","MT","1","9.072","11,0"
"Cajari (MA)","MA","2","18.202","11,0"
"Rosário do Catete (SE)","SE","1","9.165","10,9"
"Monte Carlo (SC)","SC","1","9.197","10,9"
"Baião (PA)","PA","4","36.793","10,9"
"Riacho dos Machados (MG)","MG","1","9.203","10,9"
"Grossos (RN)","RN","1","9.290","10,8"
"Bofete (SP)","SP","1","9.324","10,7"
"Cândido Mendes (MA)","MA","2","18.696","10,7"
"Reriutaba (CE)","CE","2","18.755","10,7"
"São Gabriel da Cachoeira (AM)","AM","4","37.699","10,6"
"Guajeru (BA)","BA","1","9.429","10,6"
"Prudente de Morais (MG)","MG","1","9.430","10,6"
"Canápolis (BA)","BA","1","9.461","10,6"
"Monte Alegre de Minas (MG)","MG","2","18.978","10,5"
"Oeiras do Pará (PA)","PA","3","28.625","10,5"
"Bonito de Minas (MG)","MG","1","9.550","10,5"
"Catunda (CE)","CE","1","9.615","10,4"
"Guaraci (SP)","SP","1","9.790","10,2"
"Tabaporã (MT)","MT","1","9.811","10,2"
"São João Batista (MA)","MA","2","19.726","10,1"
"Caraíbas (BA)","BA","1","9.943","10,1"
"Lontras (SC)","SC","1","10.006","10,0"
"Francisco Badaró (MG)","MG","1","10.022","10,0"
"Salvaterra (PA)","PA","2","20.049","10,0"
"Buenópolis (MG)","MG","1","10.048","10,0"
"Pontal do Paraná (PR)","PR","2","20.226","9,9"
"Anguera (BA)","BA","1","10.134","9,9"
"São Gonçalo do Pará (MG)","MG","1","10.149","9,9"
"Cedral (MA)","MA","1","10.152","9,9"
"Marabá (PA)","PA","23","233.575","9,8"
"Godofredo Viana (MA)","MA","1","10.163","9,8"
"Planalto (RS)","RS","1","10.202","9,8"
"Santa Terezinha de Itaipu (PR)","PR","2","20.500","9,8"
"Lago do Junco (MA)","MA","1","10.263","9,7"
"Muquém do São Francisco (BA)","BA","1","10.352","9,7"
"Cordeirópolis (SP)","SP","2","20.781","9,6"
"Iuiu (BA)","BA","1","10.440","9,6"
"Umarizal (RN)","RN","1","10.497","9,5"
"Brejo de Areia (MA)","MA","1","10.534","9,5"
"Duque Bacelar (MA)","MA","1","10.578","9,5"
"Brasília (DF)","DF","240","2.566.305","9,4"
"Valentim Gentil (SP)","SP","1","10.809","9,3"
"Careiro (AM)","AM","3","32.486","9,2"
"Sousa (PB)","PB","6","64.975","9,2"
"Brejo (MA)","MA","3","32.979","9,1"
"Feijó (AC)","AC","3","33.168","9,0"
"Turilândia (MA)","MA","2","22.685","8,8"
"Igarapé (MG)","MG","3","34.204","8,8"
"Porto de Moz (PA)","PA","3","34.214","8,8"
